a,b,y
"For the recording of this album , a new drummer , Heyden Wilson , joined the band , as did a second guitarist Dave Traves .","A new drummer , Heyden Wilson , joined the band for recording this album , as did a second guitarist , Dave Traves .",1
The Athelas Sinfonietta Copenhagen is a Copenhagen-based Danish chamber ensemble specializing in the performance of modern compositions .,"Athelas Sinfonietta Copenhagen is a Copenhagen-based , modern chamber ensemble specializing in the performance of Danish compositions .",0
"Most pink horses , however , have white skin and some have blue eyes .","However , most white horses have pink skin and some have blue eyes .",0
"Within California , it is a Rare and Endangered species listed on the California Native Plant Society Inventory of Vulnerable Plants .","Within California , it is a rare and endangered species listed on the inventory of the vulnerable plants of the California Native Plant Society .",1
Marlborough is located north of Harare and lies between the streets leading from Chinhoyi and Bindura to the Harare City Centre .,Marlborough is located north of the Harare City Centre and lies between the streets leading from Harare to Chinhoyi and Bindura .,0
The Holger Danske and Burman painted on the ceiling of Floda Church in Sweden are attributed Albertus Pictor around 1480 .,"The Holger Danske and Burman , painted on the ceiling of the Floda church in Sweden , are attributed to Albertus Pictor around 1480 .",1
"After his death , the Marxist element of communism would be strengthened in some atheistic movements .",The atheistic element of communism would be strengthened after his death in some Marxist movements .,0
"There are seven picnic areas and several have covered pavilions , the largest of which can be reserved for up to 100 people .","There are seven picnic places and some have reserved pavilions , the largest of which can accommodate up to 100 people and can be covered .",0
"This dish has become one of the most symbolic dishes of Indian cuisine , next to the Indian curry .","This dish has become one of the most symbolic dishes of indian cuisine , next to Indian curry .",1
`` Clitarchus hookeri '' is found from Wellington to the region of Northland in the south of the North Island of New Zealand .,`` Clitarchus hookeri '' is found from Wellington to the Northland region in the south of the North Island of New Zealand .,1
"The feature was ultimately considered `` unfinished '' , as it never received a user interface .",The feature was eventually considered `` unfinished '' as it never received a user interface .,1
"D. To foster and develop the intellectual and moral life of Catholic students through religious education , social activity and cultural participation .","D. The intellectual and moral life of Catholic students through religious education , social activities and cultural participation to promote and develop .",1
He received official Mongolian recognition as the ruler of Burma in March 1298 .,"In March 1298 , he received official Mongolian recognition as the ruler of Burma .",1
"Where `` S '' represents the phylogenetic states , `` D '' corresponds to the observed data , and formula 7 represents both the evolutionary model and the ancestral tree .","Whereas '' S '' represents the ancestral states , '' D `` corresponds to the observed data and Formula 7 represents both the evolutionary model and the phylogenetic tree .",0
"Afterwards , Terrell Kim attacked backstage during an interview .","Afterwards , Terrell attacked Kim backstage during an interview .",0
"A total of 16 teams qualified , but only 13 teams participated in the final round of the Olympic tournament .","In total , 16 teams participated , but only 13 teams qualified for the finals of the Olympic tournament .",0
"He also won numerous children ’ s books and illustrated five times the Levstik Award for his illustrations , 1958 , 1962 , 1967 , 1974 and 1975 .","He also illustrated numerous children 's books and won the Levstik Award for his illustrations five times , in 1958 , 1962 , 1967 , 1974 and 1975 .",0
"Individuals and families from around Lexington , Normal , Hudson , Bloomington and elsewhere come out for it .","Individuals and families from Bloomington , Normal , Hudson , Lexington , and elsewhere come out for it .",1
"On her wedding day , Sean Sean is killed before the ceremony takes place , and Centaine goes to Michael for help .","Sean is killed on their wedding day , before the ceremony takes place , and Centaine goes to Michael for help .",1
"Following the death of her grandfather and her grandmother 's struggle with alcoholism , Tyrone Proctor Mary married and moved to Tallahassee , Florida , together .","After the death of her grandfather and her grandmother 's struggle with alcoholism , Tyrone Proctor met and married Mary , Together they moved to Tallahassee , Florida .",0
Route 309 is a Connecticut state highway in the northwestern Hartford suburbs running from Canton to Simsbury .,Route 309 runs a Canton State Highway in the northwestern Connecticut suburbs from Hartford to Simsbury .,0
The department is divided into a regional forensic science center in Edmond and four central laboratories :,The Division is divided into a regional Forensic Science Center in Edmond and four central laboratories :,1
"Recruits : 4 , plus 2 , but not nominated .","Recruits : 4 , plus 2 enlisted but not nominated .",1
The FedEx Express season 2002 was the first season of the franchise at the Philippine Basketball Association ( PBA ) .,The PBA season of 2002 was the first season of the franchise in the Philippine Basketball Association ( FedEx Express ) .,0
It is a part of Panama City -- Lynn Haven -- Panama City Beach,It is part of the Panama City Beach -- Lynn Haven - Panama City,1
"This species is caught regularly along the coasts of Crete , Greece , Sicily , Italy , France , Turkey and Spain .","This species is regularly caught along the coasts of Crete , Greece , Sicily , Italy , France , Turkey , and Spain .",1
"The festival was founded in 2007 and debuted in Phoenix , Arizona and has been held in San Diego , Houston and Zurich since then .","The festival debuted in 2007 and began in Phoenix , Arizona and has been in San Diego , Houston and Zurich since then .",0
"The first oil source in Indian territory was drilled in 1885 in Atoka County , Choctaw Nation , Oklahoma , though it was not completed until 1888 .","The first oil source in Oklahoma was drilled in 1885 in Atoka County , Choctaw Nation , Indian territory , although it was not completed until 1888 .",0
"From 1993 to 2001 , Huntsman worked as senior executive for Huntsman Corporation , Chairman of the Huntsman Cancer Foundation and CEO of the Huntsman Family Holdings Company .","From 1993 to 2001 , Huntsman served as Chief Executive Officer of Huntsman Corporation , Chairman of the Huntsman Family Holdings Company and CEO of the Huntsman Cancer Foundation .",0
In 1991 he left Germany to work in the area of palliative care for cancer patients in Italy as well as in various Third World countries .,He left Italy in 1991 to work in the field of palliative care for cancer patients in Germany as well as in various countries in the Third World .,0
"According to the new doctrine , French principles should be observed , especially to protect the principle of `` freedom of action '' .","According to new doctrine , French principles should be observed , primarily to protect the principle of `` Freedom of Action '' .",1
"It located in Himachal Pradesh ( Tattapani ) , at the altitude of 650mts , perfect temperature for the healing treatments .","It is located in Himachal Pradesh ( Tattapani ) , at an altitude of 650mts , the perfect temperature for the treatments .",1
"The state is divided into four administrative districts , with offices in Jackson , Crossville and Morristown ( including the location of the headquarters ) , Nashville .","The state is divided into four administrative regions , with offices in Jackson , Crossville and Morristown ( also the location of the headquarters ) , Nashville .",1
